Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:PTM,"Platinum Asset Management Limited (ASX:PTM)",https://www.listcorp.com/asx/ptm/platinum-asset-management-limited,"	605454000",1.06,0.02,1.92,Financials
ASX:LLL,"Leo Lithium Limited (ASX:LLL)",https://www.listcorp.com/asx/lll/leo-lithium-limited,"	605079000",0.505,0.00,0,Materials
ASX:HCW,"HealthCo Healthcare and Wellness REIT (ASX:HCW)",https://www.listcorp.com/asx/hcw/healthco-healthcare-and-wellness-reit,"	602466000",1.065,0.00,0.47,"Real Estate"
ASX:WHF,"Whitefield Industrials Limited (ASX:WHF)",https://www.listcorp.com/asx/whf/whitefield-industrials-limited,"	601079000",5.07,-0.05,-0.98,Financials
ASX:AASF,"Airlie Australian Share Fund (Managed Fund) (ASX:AASF)",https://www.listcorp.com/asx/aasf/airlie-australian-share-fund-managed-fund,"	598309000",3.67,-0.09,-2.39,Unclassified
ASX:XALG,"Alphinity  Global  Equity  Fund  (Managed Fund) (ASX:XALG)",https://www.listcorp.com/asx/xalg/alphinity-global-equity-fund-managed-fund,"	597629000",10.93,-0.66,-5.69,Unclassified
ASX:COE,"Cooper Energy Limited (ASX:COE)",https://www.listcorp.com/asx/coe/cooper-energy-limited,"	594009000",0.225,0.00,0,Energy
ASX:HM1,"Hearts and Minds Investments Limited (ASX:HM1)",https://www.listcorp.com/asx/hm1/hearts-and-minds-investments-limited,"	590774000",2.57,-0.01,-0.39,Financials
ASX:WTN,"Winton Land Limited (ASX:WTN)",https://www.listcorp.com/asx/wtn/winton-land-limited,"	590261000",1.99,0.00,0,"Real Estate"
ASX:VVLU,"Vanguard Global Value Equity Active ETF (Managed Fund) (ASX:VVLU)",https://www.listcorp.com/asx/vvlu/vanguard-global-value-equity-active-etf-managed-fund,"	588804000",67.36,-1.73,-2.5,Unclassified
ASX:OPH,"Ophir High Conviction Fund (ASX:OPH)",https://www.listcorp.com/asx/oph/ophir-high-conviction-fund,"	585434000",2.6,-0.03,-1.14,Financials
ASX:PAC,"Pacific Current Group Limited (ASX:PAC)",https://www.listcorp.com/asx/pac/pacific-current-group,"	578347000",10.61,-0.47,-4.24,Financials
ASX:FCL,"Fineos Corporation Holdings Plc (ASX:FCL)",https://www.listcorp.com/asx/fcl/fineos-corporation-holdings-plc,"	571760000",1.71,0.02,1.18,"Information Technology"
ASX:PPC,"Peet Limited (ASX:PPC)",https://www.listcorp.com/asx/ppc/peet-limited,"	567462000",1.205,-0.00,-0.41,"Real Estate"
ASX:BLX,"Beacon Lighting Group Limited (ASX:BLX)",https://www.listcorp.com/asx/blx/beacon-lighting-group-limited,"	567092000",2.5,0.00,0,"Consumer Discretionary"
ASX:QAU,"BetaShares Gold Bullion ETF - Currency Hedged (ASX:QAU)",https://www.listcorp.com/asx/qau/betashares-gold-bullion-etf-currency-hedged,"	565207000",19.39,0.00,0,Unclassified
ASX:GLIN,"iShares Core FTSE Global Infrastructure (AUD Hedged) ETF (ASX:GLIN)",https://www.listcorp.com/asx/glin/ishares-core-ftse-global-infrastructure-aud-hedged-etf,"	563645000",24.52,-0.31,-1.25,Unclassified
ASX:VG1,"VGI Partners Global Investments Limited (ASX:VG1)",https://www.listcorp.com/asx/vg1/vgi-partners-global-investments-limited,"	562711000",1.925,-0.01,-0.52,Financials
ASX:PYC,"PYC Therapeutics Limited (ASX:PYC)",https://www.listcorp.com/asx/pyc/pyc-therapeutics-limited,"	559930000",0.125,0.01,4.17,"Health Care"
ASX:QLTY,"Betashares Global Quality Leaders ETF (ASX:QLTY)",https://www.listcorp.com/asx/qlty/betashares-global-quality-leaders-etf,"	555620000",28.79,-1.08,-3.62,Unclassified
ASX:CHN,"Chalice Mining Limited (ASX:CHN)",https://www.listcorp.com/asx/chn/chalice-mining-limited,"	552328000",1.5325,0.11,7.92,Materials
ASX:MVA,"Vaneck Australian Property ETF (ASX:MVA)",https://www.listcorp.com/asx/mva/vaneck-australian-property-etf,"	551151000",20.84,-0.37,-1.74,Unclassified
ASX:XARO,"Activex Ardea Real Outcome Bond Fund (Managed Fund) (ASX:XARO)",https://www.listcorp.com/asx/xaro/activex-ardea-real-outcome-bond-fund-managed-fund,"	550764000",23.64,0.01,0.04,Unclassified
ASX:IJP,"iShares MSCI Japan ETF (ASX:IJP)",https://www.listcorp.com/asx/ijp/ishares-msci-japan-etf,"	550450000",101.96,-0.87,-0.85,Unclassified
ASX:QOZ,"BetaShares FTSE RAFI Australia 200 ETF (ASX:QOZ)",https://www.listcorp.com/asx/qoz/betashares-ftse-rafi-australia-200-etf,"	533734000",15.49,-0.41,-2.58,Unclassified
ASX:OFX,"OFX Group Limited (ASX:OFX)",https://www.listcorp.com/asx/ofx/ofx-group-limited,"	530341000",2.2,-0.01,-0.45,Financials
ASX:DVP,"Develop Global Limited (ASX:DVP)",https://www.listcorp.com/asx/dvp/develop-global-limited,"	529596000",2.16,-0.01,-0.46,Materials
ASX:IJR,"iShares S&P Small-Cap ETF (ASX:IJR)",https://www.listcorp.com/asx/ijr/ishares-s-and-p-small-cap-etf,"	529393000",161.05,0.21,0.13,Unclassified
ASX:ASIA,"BetaShares Asia Technology Tigers ETF (ASX:ASIA)",https://www.listcorp.com/asx/asia/betashares-asia-technology-tigers-etf,"	528337000",9.13,-0.08,-0.87,Unclassified
ASX:IPX,"IperionX Limited (ASX:IPX)",https://www.listcorp.com/asx/ipx/iperionx-limited,"	524779000",2.07,0.03,1.47,Materials
ASX:TYR,"Tyro Payments Limited (ASX:TYR)",https://www.listcorp.com/asx/tyr/tyro-payments-limited,"	521436000",0.965,-0.03,-3.02,Financials
ASX:FGG,"Future Generation Global Limited (ASX:FGG)",https://www.listcorp.com/asx/fgg/future-generation-global-limited,"	519601000",1.295,-0.01,-0.77,Financials
ASX:ACDC,"Global X Battery Tech & Lithium ETF (ASX:ACDC)",https://www.listcorp.com/asx/acdc/global-x-battery-tech-and-lithium-etf,"	517637000",81.93,-0.49,-0.59,Unclassified
ASX:GDX,"Vaneck Vectors Gold Miners ETF (ASX:GDX)",https://www.listcorp.com/asx/gdx/vaneck-vectors-gold-miners-etf,"	514882000",50.95,-1.41,-2.69,Unclassified
ASX:QOR,"Qoria Limited (ASX:QOR)",https://www.listcorp.com/asx/qor/qoria-limited,"	512380000",0.425,-0.00,-1.16,"Information Technology"
ASX:LYL,"Lycopodium Limited (ASX:LYL)",https://www.listcorp.com/asx/lyl/lycopodium-limited,"	508278000",12.51,-0.28,-2.19,Industrials
ASX:ACL,"Australian Clinical Labs Limited (ASX:ACL)",https://www.listcorp.com/asx/acl/australian-clinical-labs-limited,"	506603000",2.495,-0.02,-0.6,"Health Care"
ASX:MVF,"Monash IVF Group Limited (ASX:MVF)",https://www.listcorp.com/asx/mvf/monash-ivf-group-limited,"	500681000",1.24,-0.04,-3.5,"Health Care"
ASX:BMN,"Bannerman Energy Limited (ASX:BMN)",https://www.listcorp.com/asx/bmn/bannerman-energy-limited,"	499809000",3.185,-0.09,-2.6,Energy
ASX:SLF,"SPDR S&P/ASX 200 Listed Property Fund (ASX:SLF)",https://www.listcorp.com/asx/slf/spdr-s-and-p-asx-200-listed-property-fund,"	499100000",12.51,0.11,0.89,Unclassified
ASX:AQZ,"Alliance Aviation Services Limited (ASX:AQZ)",https://www.listcorp.com/asx/aqz/alliance-aviation-services-limited,"	498278000",3.085,-0.01,-0.48,Industrials
ASX:MGX,"Mount Gibson Iron Limited (ASX:MGX)",https://www.listcorp.com/asx/mgx/mount-gibson-iron-limited,"	498102000",0.42,0.01,2.44,Materials
ASX:CAT,"Catapult Group International Limited (ASX:CAT)",https://www.listcorp.com/asx/cat/catapult-group-international-limited,"	493493000",1.755,-0.13,-7.14,"Information Technology"
ASX:YMAX,"BetaShares Australian Top 20 Equity Yield Maximiser Fund (managed fund) (ASX:YMAX)",https://www.listcorp.com/asx/ymax/betashares-australian-top-20-equity-yield-maximiser-fund-managed-fund,"	492665000",7.73,-0.15,-1.9,Unclassified
ASX:SGLLV,"Ricegrowers Limited (ASX:SGLLV)",https://www.listcorp.com/asx/sgllv/ricegrowers-limited,"	490833000",7.8,0.22,2.9,"Consumer Staples"
ASX:LPGD,"Loftus Peak Global Disruption Fund (Managed Fund) (ASX:LPGD)",https://www.listcorp.com/asx/lpgd/loftus-peak-global-disruption-fund-managed-fund,"	489926000",4.71,-0.03,-0.63,Unclassified
ASX:AEF,"Australian Ethical Investment Ltd (ASX:AEF)",https://www.listcorp.com/asx/aef/australian-ethical-investment,"	487218000",4.21,-0.11,-2.55,Financials
ASX:IPG,"IPD Group Ltd (ASX:IPG)",https://www.listcorp.com/asx/ipg/ipd-group-ltd,"	484853000",4.7,0.01,0.21,Industrials
ASX:BVS,"Bravura Solutions Limited (ASX:BVS)",https://www.listcorp.com/asx/bvs/bravura-solutions-limited,"	484222000",1.055,-0.02,-2.31,"Information Technology"
ASX:FGX,"Future Generation Australia Limited (ASX:FGX)",https://www.listcorp.com/asx/fgx/future-generation-australia-limited,"	481625000",1.18,0.00,0,Financials
ASX:WBT,"Weebit Nano Limited (ASX:WBT)",https://www.listcorp.com/asx/wbt/weebit-nano-limited,"	481405000",2.33,-0.22,-8.63,"Information Technology"
ASX:VGL,"Vista Group International Limited (ASX:VGL)",https://www.listcorp.com/asx/vgl/vista-group-international-limited,"	477729000",2.01,0.00,0,"Information Technology"
ASX:SHV,"Select Harvests Limited (ASX:SHV)",https://www.listcorp.com/asx/shv/select-harvests-limited,"	476971000",3.76,-0.18,-4.57,"Consumer Staples"
ASX:LRS,"Latin Resources Limited (ASX:LRS)",https://www.listcorp.com/asx/lrs/latin-resources-limited,"	475901000",0.1725,0.00,1.47,Materials
ASX:IHWL,"iShares Core MSCI World Ex Australia ESG Leaders (AUD Hedged) ETF (ASX:IHWL)",https://www.listcorp.com/asx/ihwl/ishares-core-msci-world-ex-australia-esg-leaders-aud-hedged-etf,"	471856000",50.92,-0.46,-0.9,Unclassified
ASX:PIC,"Perpetual Equity Investment Company Limited (ASX:PIC)",https://www.listcorp.com/asx/pic/perpetual-equity-investment-company-limited,"	470185000",1.225,-0.01,-0.81,Financials
ASX:MHHT,"Magellan High Conviction Trust (Managed Fund) (ASX:MHHT)",https://www.listcorp.com/asx/mhht/magellan-high-conviction-trust-managed-fund,"	459466000",1.84,-0.05,-2.39,Unclassified
ASX:HNDQ,"BetaShares NASDAQ 100 ETF  Currency Hedged (ASX:HNDQ)",https://www.listcorp.com/asx/hndq/betashares-nasdaq-100-etf-currency-hedged,"	459001000",40.16,-0.98,-2.38,Unclassified
ASX:IVE,"iShares MSCI EAFE ETF (ASX:IVE)",https://www.listcorp.com/asx/ive/ishares-msci-eafe-etf,"	458943000",117.54,-1.71,-1.43,Unclassified
ASX:HETH,"BetaShares Global Sustainability Leaders ETF - Currency Hedged (ASX:HETH)",https://www.listcorp.com/asx/heth/betashares-global-sustainability-leaders-etf-currency-hedged,"	458769000",14.32,-0.28,-1.92,Unclassified
ASX:PCI,"Perpetual Credit Income Trust (ASX:PCI)",https://www.listcorp.com/asx/pci/perpetual-credit-income-trust,"	457377000",1.15,0.01,0.88,Unclassified
ASX:SXE,"Southern Cross Electrical Engineering Limited (ASX:SXE)",https://www.listcorp.com/asx/sxe/southern-cross-electrical-engineering-limited,"	455362000",1.725,-0.01,-0.29,Industrials
ASX:IHOO,"iShares Global 100 (AUD Hedged) ETF (ASX:IHOO)",https://www.listcorp.com/asx/ihoo/ishares-global-100-aud-hedged-etf,"	455114000",177.25,-2.92,-1.62,Unclassified
ASX:SXG,"Southern Cross Gold Ltd (ASX:SXG)",https://www.listcorp.com/asx/sxg/southern-cross-gold-ltd,"	453977000",2.21,-0.11,-4.74,Materials
ASX:CTT,"Cettire Limited (ASX:CTT)",https://www.listcorp.com/asx/ctt/cettire-limited,"	446049000",1.2225,0.05,4.49,"Consumer Discretionary"
ASX:SYI,"SPDR MSCI Australia Select High Dividend Yield Fund (ASX:SYI)",https://www.listcorp.com/asx/syi/spdr-msci-australia-select-high-dividend-yield-fund,"	436861000",27.95,-0.03,-0.11,Unclassified
ASX:ASG,"Autosports Group Limited (ASX:ASG)",https://www.listcorp.com/asx/asg/autosports-group-limited,"	436170000",2.11,-0.06,-2.76,"Consumer Discretionary"
ASX:SRG,"SRG Global Limited (ASX:SRG)",https://www.listcorp.com/asx/srg/srg-global-limited,"	435311000",0.8325,-0.00,-0.3,Industrials
ASX:BFG,"Bell Financial Group Limited (ASX:BFG)",https://www.listcorp.com/asx/bfg/bell-financial-group-limited,"	434608000",1.33,-0.03,-1.85,Financials
ASX:SST,"Steamships Trading Company Limited (ASX:SST)",https://www.listcorp.com/asx/sst/steamships-trading-company,"	434115000",14,0.00,0,Industrials
ASX:IMM,"Immutep Limited (ASX:IMM)",https://www.listcorp.com/asx/imm/immutep-limited,"	428521000",0.3225,0.03,9.32,"Health Care"
ASX:GEAR,"BetaShares Geared Australian Equity Fund (hedge fund) (ASX:GEAR)",https://www.listcorp.com/asx/gear/betashares-geared-australian-equity-fund-hedge-fund,"	426698000",27.98,-0.29,-1.03,Unclassified
ASX:VETH,"Vanguard Ethically Conscious Australian Shares ETF (ASX:VETH)",https://www.listcorp.com/asx/veth/vanguard-ethically-conscious-australian-shares-etf,"	426009000",60.65,-0.66,-1.08,Unclassified
ASX:RHI,"Red Hill Minerals Limited (ASX:RHI)",https://www.listcorp.com/asx/rhi/red-hill-minerals-limited,"	422048000",6.6,0.00,0,Materials
ASX:KGN,"Kogan.com Limited (ASX:KGN)",https://www.listcorp.com/asx/kgn/kogan.com-limited,"	420431000",4.24,0.07,1.68,"Consumer Discretionary"
ASX:MVR,"Vaneck Vectors Australian Resources ETF (ASX:MVR)",https://www.listcorp.com/asx/mvr/vaneck-vectors-australian-resources-etf,"	419333000",33.95,-0.55,-1.59,Unclassified
ASX:KCN,"Kingsgate Consolidated Limited (ASX:KCN)",https://www.listcorp.com/asx/kcn/kingsgate-consolidated-limited,"	417558000",1.6,-0.02,-1.23,Materials
ASX:IMU,"Imugene Limited (ASX:IMU)",https://www.listcorp.com/asx/imu/imugene,"	417229000",0.0545,-0.00,-4.39,"Health Care"
ASX:GRR,"Grange Resources Limited (ASX:GRR)",https://www.listcorp.com/asx/grr/grange-resources,"	416642000",0.3725,0.01,3.47,Materials
ASX:PMC,"Platinum Capital Limited (ASX:PMC)",https://www.listcorp.com/asx/pmc/platinum-capital-limited,"	416558000",1.4,-0.01,-0.71,Financials
ASX:MYS,"MyState Limited (ASX:MYS)",https://www.listcorp.com/asx/mys/mystate-limited,"	413647000",3.74,0.00,0,Financials
ASX:PDI,"Predictive Discovery Limited (ASX:PDI)",https://www.listcorp.com/asx/pdi/predictive-discovery-limited,"	410008000",0.1775,0.00,1.43,Materials
ASX:KSC,"K&S Corporation Limited (ASX:KSC)",https://www.listcorp.com/asx/ksc/k-and-s-corporation-limited,"	409178000",2.94,-0.05,-1.67,Industrials
ASX:BRN,"Brainchip Holdings Ltd (ASX:BRN)",https://www.listcorp.com/asx/brn/brainchip-holdings,"	408309000",0.22,0.00,0,"Information Technology"
ASX:DHHF,"BetaShares Diversified All Growth ETF (ASX:DHHF)",https://www.listcorp.com/asx/dhhf/betashares-diversified-all-growth-etf,"	407534000",33.12,-0.47,-1.4,Unclassified
ASX:ARU,"Arafura Rare Earths Limited (ASX:ARU)",https://www.listcorp.com/asx/aru/arafura-rare-earths-limited,"	404303000",0.1775,0.00,1.43,Materials
ASX:DJRE,"SPDR Dow Jones Global Real Estate ESG Fund (ASX:DJRE)",https://www.listcorp.com/asx/djre/spdr-dow-jones-global-real-estate-esg-fund,"	402971000",19.46,0.01,0.05,Unclassified
ASX:FSF,"Fonterra Shareholders Fund (ASX:FSF)",https://www.listcorp.com/asx/fsf/fonterra-shareholders,"	402791000",3.75,0.00,0,"Consumer Staples"
ASX:SRV,"Servcorp Limited (ASX:SRV)",https://www.listcorp.com/asx/srv/servcorp-limited,"	402539000",4.09,0.00,0,"Real Estate"
ASX:MYX,"Mayne Pharma Group Limited (ASX:MYX)",https://www.listcorp.com/asx/myx/mayne-pharma-group-limited,"	400700000",4.7,-0.01,-0.21,"Health Care"
ASX:IZZ,"iShares China Large-Cap ETF (ASX:IZZ)",https://www.listcorp.com/asx/izz/ishares-china-large-cap-etf,"	399789000",39.02,-0.59,-1.49,Unclassified
ASX:BHYB,"BetaShares Australian Major Bank Hybrids Index ETF (ASX:BHYB)",https://www.listcorp.com/asx/bhyb/betashares-australian-major-bank-hybrids-index-etf,"	397964000",9.87,-0.06,-0.6,Unclassified
ASX:CVW,"Clearview Wealth Limited (ASX:CVW)",https://www.listcorp.com/asx/cvw/clearview-wealth-limited,"	393864000",0.58,-0.02,-4.13,Financials
ASX:CWP,"Cedar Woods Properties Limited (ASX:CWP)",https://www.listcorp.com/asx/cwp/cedar-woods-properties-limited,"	389839000",4.61,-0.12,-2.54,"Real Estate"
ASX:QUS,"BetaShares S&P 500 Equal Weight ETF (ASX:QUS)",https://www.listcorp.com/asx/qus/betashares-s-and-p-500-equal-weight-etf,"	389375000",46.19,-1.44,-3.02,Unclassified
ASX:TRA,"Turners Automotive Group Limited (ASX:TRA)",https://www.listcorp.com/asx/tra/turners-automotive-group-limited,"	389328000",4.4,0.00,0,"Consumer Discretionary"
ASX:WMI,"WAM Microcap Limited (ASX:WMI)",https://www.listcorp.com/asx/wmi/wam-microcap-limited,"	388979000",1.405,0.00,0,Financials
ASX:OZBD,"BetaShares Australian Composite Bond ETF (ASX:OZBD)",https://www.listcorp.com/asx/ozbd/betashares-australian-composite-bond-etf,"	387922000",43.53,-0.28,-0.64,Unclassified
ASX:RDY,"ReadyTech Holdings Limited (ASX:RDY)",https://www.listcorp.com/asx/rdy/readytech-holdings-limited,"	386544000",3.2,-0.05,-1.54,"Information Technology"
ASX:PE1,"Pengana Private Equity Trust (ASX:PE1)",https://www.listcorp.com/asx/pe1/pengana-private-equity-trust,"	385870000",1.31,-0.08,-6.09,Financials
ASX:OPT,"Opthea Limited (ASX:OPT)",https://www.listcorp.com/asx/opt/opthea-limited,"	382013000",0.345,-0.01,-1.43,"Health Care"
ASX:UNI,"Universal Store Holdings Limited (ASX:UNI)",https://www.listcorp.com/asx/uni/universal-store-holdings-limited,"	381302000",4.88,-0.09,-1.81,"Consumer Discretionary"
ASX:MLX,"Metals X Limited (ASX:MLX)",https://www.listcorp.com/asx/mlx/metals-x,"	380611000",0.4275,0.01,1.79,Materials
ASX:WC8,"Wildcat Resources Limited (ASX:WC8)",https://www.listcorp.com/asx/wc8/wildcat-resources-limited,"	380068000",0.32,0.01,1.59,Materials
ASX:HTA,"Hutchison Telecommunications (Australia) Limited (ASX:HTA)",https://www.listcorp.com/asx/hta/hutchison-telecommunications-australia-limited,"	380030000",0.028,0.00,0,"Communication Services"
ASX:IGB,"iShares Treasury ETF (ASX:IGB)",https://www.listcorp.com/asx/igb/ishares-treasury-etf,"	380001000",96.28,-0.77,-0.79,Unclassified
ASX:RG8,"Regal Asian Investments Limited (ASX:RG8)",https://www.listcorp.com/asx/rg8/regal-asian-investments-limited,"	378708000",2.17,-0.03,-1.36,Financials
ASX:GNX,"Genex Power Limited (ASX:GNX)",https://www.listcorp.com/asx/gnx/genex-power-limited,"	373998000",0.27,0.00,0,Utilities
ASX:AFG,"Australian Finance Group Ltd (ASX:AFG)",https://www.listcorp.com/asx/afg/australian-finance-group-ltd,"	373661000",1.37,-0.01,-0.72,Financials
ASX:DXC,"Dexus Convenience Retail Reit (ASX:DXC)",https://www.listcorp.com/asx/dxc/dexus-convenience-retail-reit,"	371943000",2.65,-0.05,-1.85,"Real Estate"
ASX:KPG,"Kelly Partners Group Holdings Limited (ASX:KPG)",https://www.listcorp.com/asx/kpg/kelly-partners-group-holdings-limited,"	371250000",8.03,-0.22,-2.67,Industrials
ASX:SYA,"Sayona Mining Limited (ASX:SYA)",https://www.listcorp.com/asx/sya/sayona-mining,"	370559000",0.0345,-0.00,-4.17,Materials
ASX:EHL,"Emeco Holdings Limited (ASX:EHL)",https://www.listcorp.com/asx/ehl/emeco-holdings-limited,"	368046000",0.7325,0.02,3.17,Industrials
ASX:SYR,"Syrah Resources Limited (ASX:SYR)",https://www.listcorp.com/asx/syr/syrah-resources-limited,"	367387000",0.3425,-0.01,-3.52,Materials
ASX:WXOZ,"SPDR S&P World ex Australia Carbon Control Fund (ASX:WXOZ)",https://www.listcorp.com/asx/wxoz/spdr-s-and-p-world-ex-australia-carbon-control-fund,"	363949000",43.26,-0.34,-0.78,Unclassified
ASX:OCA,"Oceania Healthcare Limited (ASX:OCA)",https://www.listcorp.com/asx/oca/oceania-healthcare-limited,"	363688000",0.5,0.00,0,"Health Care"
ASX:THL,"Tourism Holdings Rentals Limited (ASX:THL)",https://www.listcorp.com/asx/thl/tourism-holdings-rentals-limited,"	362253000",1.645,-0.01,-0.9,Industrials
ASX:ALI,"Argo Global Listed Infrastructure Limited (ASX:ALI)",https://www.listcorp.com/asx/ali/argo-global-listed-infrastructure-limited,"	359110000",2.01,-0.01,-0.5,Financials
ASX:GNG,"GR Engineering Services Limited (ASX:GNG)",https://www.listcorp.com/asx/gng/gr-engineering-services-limited,"	358853000",2.16,0.01,0.47,Materials
ASX:FFM,"FireFly Metals Ltd (ASX:FFM)",https://www.listcorp.com/asx/ffm/firefly-metals-ltd,"	358127000",0.7325,-0.01,-1.68,Materials
ASX:WCMQ,"WCM Quality Global Growth Fund (Quoted Managed Fund) (ASX:WCMQ)",https://www.listcorp.com/asx/wcmq/wcm-quality-global-growth-fund-quoted-managed-fund,"	357817000",8.82,-0.49,-5.26,Unclassified
ASX:GNP,"GenusPlus Group Ltd (ASX:GNP)",https://www.listcorp.com/asx/gnp/genusplus-group-ltd,"	357227000",2.01,0.00,0,Industrials
ASX:APZ,"Aspen Group (ASX:APZ)",https://www.listcorp.com/asx/apz/aspen-group,"	356619000",1.785,-0.01,-0.28,"Real Estate"
ASX:RBD,"Restaurant Brands New Zealand Limited (ASX:RBD)",https://www.listcorp.com/asx/rbd/restaurant-brands-new-zealand-limited,"	355562000",2.85,0.00,0,"Consumer Discretionary"
ASX:HLO,"Helloworld Travel Limited (ASX:HLO)",https://www.listcorp.com/asx/hlo/helloworld-travel-limited,"	354155000",2.2,0.00,0,"Consumer Discretionary"
ASX:RARI,"Russell Investments Australian Responsible Investment ETF (ASX:RARI)",https://www.listcorp.com/asx/rari/russell-investments-australian-responsible-investment-etf,"	353141000",26.78,-0.08,-0.3,Unclassified
ASX:AVR,"Anteris Technologies Ltd (ASX:AVR)",https://www.listcorp.com/asx/avr/anteris-technologies-ltd,"	351961000",18.32,0.01,0.05,"Health Care"
ASX:VAE,"Vanguard FTSE Asia Ex Japan Shares Index ETF (ASX:VAE)",https://www.listcorp.com/asx/vae/vanguard-ftse-asia-ex-japan-shares-index-etf,"	351560000",74.06,-0.98,-1.31,Unclassified
ASX:TBN,"Tamboran Resources Limited (ASX:TBN)",https://www.listcorp.com/asx/tbn/tamboran-resources-limited,"	350249000",0.18,0.01,5.88,Energy
ASX:GBND,"BetaShares Sustainability Leaders Diversified Bond ETF - Currency Hedged (ASX:GBND)",https://www.listcorp.com/asx/gbnd/betashares-sustainability-leaders-diversified-bond-etf-currency-hedged,"	349543000",20.3,-0.21,-1.02,Unclassified
ASX:PMT,"Patriot Battery Metals Inc (ASX:PMT)",https://www.listcorp.com/asx/pmt/patriot-battery-metals-inc,"	349227000",0.5425,-0.02,-3.13,Materials
ASX:EML,"EML Payments Limited (ASX:EML)",https://www.listcorp.com/asx/eml/eml-payments-limited,"	348895000",0.9425,0.01,1.34,Financials
ASX:INR,"Ioneer Ltd (ASX:INR)",https://www.listcorp.com/asx/inr/ioneer-ltd,"	348842000",0.1475,-0.00,-1.67,Materials
ASX:CVN,"Carnarvon Energy Limited (ASX:CVN)",https://www.listcorp.com/asx/cvn/carnarvon-energy-limited,"	348806000",0.1975,0.00,1.28,Energy
ASX:NVX,"Novonix Limited (ASX:NVX)",https://www.listcorp.com/asx/nvx/novonix-limited,"	347193000",0.73,0.02,2.82,"Information Technology"
ASX:AMH,"AMCIL Limited (ASX:AMH)",https://www.listcorp.com/asx/amh/amcil,"	346936000",1.1,0.00,0,Financials
ASX:SVM,"Sovereign Metals Limited (ASX:SVM)",https://www.listcorp.com/asx/svm/sovereign-metals-limited,"	346247000",0.65,0.03,5.69,Materials
ASX:RMC,"Resimac Group Limited (ASX:RMC)",https://www.listcorp.com/asx/rmc/resimac-group-limited,"	344000000",0.825,-0.04,-4.07,Financials
ASX:OMH,"OM Holdings Limited (ASX:OMH)",https://www.listcorp.com/asx/omh/om-holdings-limited,"	340984000",0.455,0.01,2.25,Materials
ASX:VBLD,"Vanguard Global Infrastructure Index ETF (ASX:VBLD)",https://www.listcorp.com/asx/vbld/vanguard-global-infrastructure-index-etf,"	340916000",61.85,-0.89,-1.42,Unclassified
ASX:AGX1,"Antipodes Global Shares (Quoted Managed Fund) (ASX:AGX1)",https://www.listcorp.com/asx/agx1/antipodes-global-shares,"	340669000",5.63,-0.29,-4.9,Unclassified
ASX:PAI,"Platinum Asia Investments Limited (ASX:PAI)",https://www.listcorp.com/asx/pai/platinum-asia-investments-limited,"	340206000",0.91,-0.01,-1.09,Financials
ASX:ANG,"Austin Engineering Ltd (ASX:ANG)",https://www.listcorp.com/asx/ang/austin-engineering,"	340202000",0.5725,-0.01,-1.29,Industrials
ASX:CAJ,"Capitol Health Limited (ASX:CAJ)",https://www.listcorp.com/asx/caj/capitol-health-limited,"	335805000",0.3075,-0.01,-2.38,"Health Care"
ASX:CDP,"Carindale Property Trust (ASX:CDP)",https://www.listcorp.com/asx/cdp/carindale-property-trust,"	335280000",4.23,0.00,0,"Real Estate"
ASX:PEN,"Peninsula Energy Limited (ASX:PEN)",https://www.listcorp.com/asx/pen/peninsula-energy-limited,"	334378000",0.1,-0.00,-4.76,Energy
ASX:ENR,"Encounter Resources Limited (ASX:ENR)",https://www.listcorp.com/asx/enr/encounter-resources-limited,"	333613000",0.73,-0.01,-1.35,Materials
ASX:PLY,"PlaySide Studios Limited (ASX:PLY)",https://www.listcorp.com/asx/ply/playside-studios-limited,"	332551000",0.7675,-0.05,-5.83,"Communication Services"
ASX:TEA,"Tasmea Limited (ASX:TEA)",https://www.listcorp.com/asx/tea/tasmea-limited,"	332216000",1.49,-0.02,-1.32,Industrials
ASX:SKO,"Serko Limited (ASX:SKO)",https://www.listcorp.com/asx/sko/serko-limited,"	331944000",2.9,0.19,7.01,"Information Technology"
ASX:REIT,"VanEck FTSE International Property (Hedged) ETF (ASX:REIT)",https://www.listcorp.com/asx/reit/vaneck-ftse-international-property-hedged-etf,"	327517000",14.99,-0.11,-0.73,Unclassified
ASX:DUG,"DUG Technology Ltd (ASX:DUG)",https://www.listcorp.com/asx/dug/dug-technology-ltd,"	326021000",2.46,-0.30,-10.87,"Information Technology"
ASX:EBR,"EBR Systems Inc. (ASX:EBR)",https://www.listcorp.com/asx/ebr/ebr-systems-inc,"	323519000",1.05,0.00,0,"Health Care"
ASX:VISM,"Vanguard MSCI International Small Companies Index ETF (ASX:VISM)",https://www.listcorp.com/asx/vism/vanguard-msci-international-small-companies-index-etf,"	322507000",61.08,-0.77,-1.24,Unclassified
ASX:ADH,"Adairs Limited (ASX:ADH)",https://www.listcorp.com/asx/adh/adairs-limited,"	321416000",1.8925,0.05,2.85,"Consumer Discretionary"
ASX:AMI,"Aurelia Metals Limited (ASX:AMI)",https://www.listcorp.com/asx/ami/aurelia-metals-limited,"	321397000",0.185,-0.00,-2.63,Materials
ASX:ACF,"Acrow Limited (ASX:ACF)",https://www.listcorp.com/asx/acf/acrow-limited,"	320987000",1.06,-0.01,-0.47,Industrials
