Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:TECH,"Global X Morningstar Global Technology ETF (ASX:TECH)",https://www.listcorp.com/asx/tech/global-x-morningstar-global-technology-etf,"	318362000",95.85,-0.05,-0.05,Unclassified
ASX:BSE,"Base Resources Limited (ASX:BSE)",https://www.listcorp.com/asx/bse/base-resources-limited,"	318063000",0.265,-0.00,-1.85,Materials
ASX:IJH,"iShares S&P Mid-Cap ETF (ASX:IJH)",https://www.listcorp.com/asx/ijh/ishares-s-and-p-mid-cap-etf,"	315996000",43.99,-0.26,-0.59,Unclassified
ASX:REP,"RAM Essential Services Property Fund (ASX:REP)",https://www.listcorp.com/asx/rep/ram-essential-services-property-fund,"	315448000",0.625,0.01,1.63,"Real Estate"
ASX:OBL,"Omni Bridgeway Limited (ASX:OBL)",https://www.listcorp.com/asx/obl/omni-bridgeway-limited,"	313626000",1.07,-0.04,-3.6,Financials
ASX:TSK,"TASK Group Holdings Limited (ASX:TSK)",https://www.listcorp.com/asx/tsk/task-group-holdings-limited,"	312692000",0.875,0.00,0,"Information Technology"
ASX:F100,"BetaShares FTSE 100 ETF (ASX:F100)",https://www.listcorp.com/asx/f100/betashares-ftse-100-etf,"	312268000",11.72,-0.28,-2.33,Unclassified
ASX:RAC,"Race Oncology Limited (ASX:RAC)",https://www.listcorp.com/asx/rac/race-oncology-limited,"	310804000",1.825,0.00,0,"Health Care"
ASX:MEI,"Meteoric Resources NL (ASX:MEI)",https://www.listcorp.com/asx/mei/meteoric-resources,"	308469000",0.1575,0.00,1.61,Materials
ASX:TWR,"Tower Limited (ASX:TWR)",https://www.listcorp.com/asx/twr/tower-limited,"	307382000",0.81,0.00,0,Financials
ASX:PLUS,"VanEck Australian Corporate Bond Plus ETF (ASX:PLUS)",https://www.listcorp.com/asx/plus/vaneck-australian-corporate-bond-plus-etf,"	307180000",16.44,-0.07,-0.42,Unclassified
ASX:AGI,"Ainsworth Game Technology Limited (ASX:AGI)",https://www.listcorp.com/asx/agi/ainsworth-game-technology-limited,"	306482000",0.91,0.00,0,"Consumer Discretionary"
ASX:DUR,"Duratec Limited (ASX:DUR)",https://www.listcorp.com/asx/dur/duratec-limited,"	305498000",1.23,0.00,0,Industrials
ASX:IGL,"IVE Group Limited (ASX:IGL)",https://www.listcorp.com/asx/igl/ive-group-limited,"	304112000",1.96,-0.02,-0.76,"Communication Services"
ASX:PSQ,"Pacific Smiles Group Limited (ASX:PSQ)",https://www.listcorp.com/asx/psq/pacific-smiles-group,"	303206000",1.885,-0.02,-0.79,"Health Care"
ASX:ALK,"Alkane Resources Limited (ASX:ALK)",https://www.listcorp.com/asx/alk/alkane-resources-limited,"	301745000",0.49,-0.01,-2,Materials
ASX:EOS,"Electro Optic Systems Holdings Limited (ASX:EOS)",https://www.listcorp.com/asx/eos/electro-optic-systems-holdings-limited,"	301005000",1.555,-0.00,-0.32,Industrials
ASX:GDI,"GDI Property Group (ASX:GDI)",https://www.listcorp.com/asx/gdi/gdi-property-group,"	300388000",0.57,0.01,1.79,"Real Estate"
ASX:AFP,"AFT Pharmaceuticals Limited (ASX:AFP)",https://www.listcorp.com/asx/afp/aft-pharmaceuticals-limited,"	298869000",2.85,0.00,0,"Health Care"
ASX:SMP,"Smartpay Holdings Limited (ASX:SMP)",https://www.listcorp.com/asx/smp/smartpay-holdings-limited,"	297799000",1.2,-0.03,-2.44,Financials
ASX:GLOB,"Barrow Hanley Global Share Fund (Managed Fund) (ASX:GLOB)",https://www.listcorp.com/asx/glob/barrow-hanley-global-share-fund-managed-fund,"	297546000",4.22,-0.35,-7.66,Unclassified
ASX:IHD,"iShares S&P/ASX Dividend Opportunities ETF (ASX:IHD)",https://www.listcorp.com/asx/ihd/ishares-s-and-p-asx-dividend-opportunities-etf,"	297424000",13.74,-0.13,-0.94,Unclassified
ASX:MAU,"Magnetic Resources NL (ASX:MAU)",https://www.listcorp.com/asx/mau/magnetic-resources,"	296056000",1.2,0.05,4.58,Materials
ASX:29M,"29Metals Limited (ASX:29M)",https://www.listcorp.com/asx/29m/29metals-limited,"	294782000",0.425,0.00,1.19,Materials
ASX:PIXX,"Platinum International Fund (Quoted Managed Hedge Fund) (ASX:PIXX)",https://www.listcorp.com/asx/pixx/platinum-international-fund-quoted-managed-hedge-fund,"	292916000",4.92,-0.05,-1.01,Unclassified
ASX:HZN,"Horizon Oil Limited (ASX:HZN)",https://www.listcorp.com/asx/hzn/horizon-oil-limited,"	292143000",0.1775,-0.00,-1.39,Energy
ASX:SFC,"Schaffer Corporation Limited (ASX:SFC)",https://www.listcorp.com/asx/sfc/schaffer-corporation-limited,"	291907000",21.5,0.00,0,"Consumer Discretionary"
ASX:SKT,"Sky Network Television Limited (ASX:SKT)",https://www.listcorp.com/asx/skt/sky-network-television-limited,"	291871000",2.19,0.07,3.3,"Communication Services"
ASX:PWR,"Peter Warren Automotive Holdings Limited (ASX:PWR)",https://www.listcorp.com/asx/pwr/peter-warren-automotive-holdings-limited,"	291113000",1.725,0.03,2.07,"Consumer Discretionary"
ASX:PIA,"Pengana International Equities Limited (ASX:PIA)",https://www.listcorp.com/asx/pia/pengana-international-equities-limited,"	290605000",1.135,0.00,0.44,Financials
ASX:SWM,"Seven West Media Limited (ASX:SWM)",https://www.listcorp.com/asx/swm/seven-west-media-limited,"	284741000",0.19,0.00,2.7,"Communication Services"
ASX:DXB,"Dimerix Limited (ASX:DXB)",https://www.listcorp.com/asx/dxb/dimerix-limited,"	280600000",0.525,0.01,2.94,"Health Care"
ASX:MMI,"Metro Mining Limited (ASX:MMI)",https://www.listcorp.com/asx/mmi/metro-mining-limited,"	279166000",0.054,0.01,14.89,Materials
ASX:SEMI,"Global X Semiconductor ETF (ASX:SEMI)",https://www.listcorp.com/asx/semi/global-x-semiconductor-etf,"	276117000",17.97,0.06,0.34,Unclassified
ASX:MDR,"MedAdvisor Limited (ASX:MDR)",https://www.listcorp.com/asx/mdr/medadvisor-limited,"	275272000",0.51,0.01,2,"Health Care"
ASX:LAU,"Lindsay Australia Limited (ASX:LAU)",https://www.listcorp.com/asx/lau/lindsay-australia-limited,"	274934000",0.9,0.02,2.27,Industrials
ASX:3PL,"3P Learning Limited (ASX:3PL)",https://www.listcorp.com/asx/3pl/3p-learning-limited,"	274574000",1,0.00,0,"Consumer Discretionary"
ASX:MVE,"Vaneck Vectors S&P/ASX Midcap ETF (ASX:MVE)",https://www.listcorp.com/asx/mve/vaneck-vectors-s-and-p-asx-midcap-etf,"	273409000",36.91,-0.75,-1.99,Unclassified
ASX:WQG,"WCM Global Growth Limited (ASX:WQG)",https://www.listcorp.com/asx/wqg/wcm-global-growth-limited,"	272085000",1.535,-0.02,-0.97,Financials
ASX:ONE,"Oneview Healthcare Plc (ASX:ONE)",https://www.listcorp.com/asx/one/oneview-healthcare-plc,"	269995000",0.385,-0.02,-3.75,"Health Care"
ASX:RCB,"Russell Investments Australian Select Corporate Bond ETF (ASX:RCB)",https://www.listcorp.com/asx/rcb/russell-investments-australian-select-corporate-bond-etf,"	267328000",19.75,0.02,0.1,Unclassified
ASX:KSL,"Kina Securities Limited (ASX:KSL)",https://www.listcorp.com/asx/ksl/kina-securities-limited,"	267313000",0.92,-0.01,-1.08,Financials
ASX:BRE,"Brazilian Rare Earths Limited (ASX:BRE)",https://www.listcorp.com/asx/bre/brazilian-rare-earths-limited,"	267129000",2.95,0.09,3.15,Materials
ASX:EX20,"BetaShares Australian Ex-20 Portfolio Diversifier ETF (ASX:EX20)",https://www.listcorp.com/asx/ex20/betashares-australian-ex-20-portfolio-diversifier-etf,"	266633000",20.01,-0.46,-2.25,Unclassified
ASX:LGI,"LGI Limited (ASX:LGI)",https://www.listcorp.com/asx/lgi/lgi-limited,"	266081000",3.01,0.01,0.33,Utilities
ASX:MSTR,"Morningstar International Shares Active ETF (Managed Fund) (ASX:MSTR)",https://www.listcorp.com/asx/mstr/morningstar-international-shares-active-etf-managed-fund,"	265554000",9.61,0.01,0.1,Unclassified
ASX:RBTZ,"Betashares Global Robotics and Artificial Intelligence ETF (ASX:RBTZ)",https://www.listcorp.com/asx/rbtz/betashares-global-robotics-and-artificial-intelligence-etf,"	260363000",13.42,-0.66,-4.69,Unclassified
ASX:PGH,"Pact Group Holdings Ltd (ASX:PGH)",https://www.listcorp.com/asx/pgh/pact-group-holdings-ltd,"	258218000",0.75,0.00,0,Materials
ASX:CXL,"Calix Limited (ASX:CXL)",https://www.listcorp.com/asx/cxl/calix-limited,"	257597000",1.4625,0.04,2.99,Materials
ASX:BDM,"Burgundy Diamond Mines Limited (ASX:BDM)",https://www.listcorp.com/asx/bdm/burgundy-diamond-mines-limited,"	255840000",0.19,0.01,5.56,Materials
ASX:IHCB,"iShares Core Global Corporate Bond (AUD Hedged) ETF (ASX:IHCB)",https://www.listcorp.com/asx/ihcb/ishares-core-global-corporate-bond-aud-hedged-etf,"	255519000",90.63,-0.61,-0.67,Unclassified
ASX:QIP,"Qantm Intellectual Property Limited (ASX:QIP)",https://www.listcorp.com/asx/qip/qantm-intellectual-property-limited,"	255080000",1.805,-0.01,-0.28,Industrials
ASX:STP,"Step One Clothing Limited (ASX:STP)",https://www.listcorp.com/asx/stp/step-one-clothing-limited,"	253916000",1.41,0.04,2.92,"Consumer Discretionary"
ASX:CYL,"Catalyst Metals Limited (ASX:CYL)",https://www.listcorp.com/asx/cyl/catalyst-metals-limited,"	253778000",1.2,0.07,6.19,Materials
ASX:VLUE,"VanEck MSCI International Value ETF (ASX:VLUE)",https://www.listcorp.com/asx/vlue/vaneck-msci-international-value-etf,"	253598000",24.94,-0.90,-3.48,Unclassified
ASX:GRX,"GreenX Metals Limited (ASX:GRX)",https://www.listcorp.com/asx/grx/greenx-metals-limited,"	248222000",0.89,0.00,0,Materials
ASX:WXHG,"SPDR S&P World ex Australia Carbon Control (Hedged) Fund (ASX:WXHG)",https://www.listcorp.com/asx/wxhg/spdr-s-and-p-world-ex-australia-carbon-control-hedged-fund,"	246029000",24.36,-0.03,-0.12,Unclassified
ASX:RDV,"Russell Investments High Dividend Australian Shares ETF (ASX:RDV)",https://www.listcorp.com/asx/rdv/russell-investments-high-dividend-australian-shares-etf,"	245921000",30.11,-0.21,-0.69,Unclassified
ASX:GDF,"Garda Property Group (ASX:GDF)",https://www.listcorp.com/asx/gdf/garda-property-group,"	245606000",1.12,-0.00,-0.44,"Real Estate"
ASX:GDC,"Global Data Centre Group (ASX:GDC)",https://www.listcorp.com/asx/gdc/global-data-centre-group,"	244955000",3.17,0.00,0,Financials
ASX:WDIV,"SPDR S&P Global Dividend Fund (ASX:WDIV)",https://www.listcorp.com/asx/wdiv/spdr-s-and-p-global-dividend-fund,"	244571000",17.75,0.02,0.11,Unclassified
ASX:PPS,"Praemium Limited (ASX:PPS)",https://www.listcorp.com/asx/pps/praemium-limited,"	243662000",0.5025,-0.00,-0.5,"Information Technology"
ASX:KMD,"KMD Brands Limited (ASX:KMD)",https://www.listcorp.com/asx/kmd/kmd-brands-limited,"	241967000",0.34,0.00,0,"Consumer Discretionary"
ASX:SVR,"Solvar Limited (ASX:SVR)",https://www.listcorp.com/asx/svr/solvar-limited,"	240787000",1.1,-0.04,-3.51,Financials
ASX:VLC,"Vanguard MSCI Australian Large Companies Index ETF (ASX:VLC)",https://www.listcorp.com/asx/vlc/vanguard-msci-australian-large-companies-index-etf,"	240763000",79.36,-0.14,-0.18,Unclassified
ASX:A11,"Atlantic Lithium Limited (ASX:A11)",https://www.listcorp.com/asx/a11/atlantic-lithium-limited,"	240378000",0.37,0.00,0,Materials
ASX:VEE,"Veem Limited (ASX:VEE)",https://www.listcorp.com/asx/vee/veem-limited,"	237597000",1.625,-0.12,-7.14,Industrials
ASX:A1M,"AIC Mines Limited (ASX:A1M)",https://www.listcorp.com/asx/a1m/aic-mines-limited,"	236914000",0.425,0.01,2.41,Materials
ASX:FFX,"Firefinch Limited (ASX:FFX)",https://www.listcorp.com/asx/ffx/firefinch-limited,"	236569000",0.2,0.00,0,Materials
ASX:FID,"Fiducian Group Limited (ASX:FID)",https://www.listcorp.com/asx/fid/fiducian-group-limited,"	234508000",7.6,0.15,2.01,Financials
ASX:L1IF,"L1 Capital International Fund (Managed Fund) (ASX:L1IF)",https://www.listcorp.com/asx/l1if/l1-capital-international-fund-managed-fund,"	234505000",5.64,-0.12,-2.08,Unclassified
ASX:SVL,"Silver Mines Limited (ASX:SVL)",https://www.listcorp.com/asx/svl/silver-mines-limited,"	233746000",0.155,0.00,0,Materials
ASX:ROBO,"Global X ROBO Global Robotics & Automation ETF (ASX:ROBO)",https://www.listcorp.com/asx/robo/global-x-robo-global-robotics-and-automation-etf,"	232750000",72.56,0.08,0.11,Unclassified
ASX:ATEC,"BetaShares S&P/ASX Australian Technology ETF (ASX:ATEC)",https://www.listcorp.com/asx/atec/betashares-s-and-p-asx-australian-technology-etf,"	231478000",23.95,-0.43,-1.76,Unclassified
ASX:MAET,"Munro Global Growth Fund (ASX:MAET)",https://www.listcorp.com/asx/maet/munro-global-growth-fund,"	230825000",6.25,-0.18,-2.8,Unclassified
ASX:FND,"Findi Limited (ASX:FND)",https://www.listcorp.com/asx/fnd/findi-limited,"	229366000",4.45,-0.25,-5.32,Financials
ASX:QRE,"BetaShares Australian Resources Sector ETF (ASX:QRE)",https://www.listcorp.com/asx/qre/betashares-australian-resources-sector-etf,"	229331000",7.19,-0.10,-1.37,Unclassified
ASX:FRI,"Finbar Group Limited (ASX:FRI)",https://www.listcorp.com/asx/fri/finbar-group-limited,"	228583000",0.835,-0.01,-0.6,"Real Estate"
ASX:CVL,"Civmec Limited (ASX:CVL)",https://www.listcorp.com/asx/cvl/civmec-limited,"	228340000",0.935,0.00,0,Industrials
ASX:ATA,"Atturra Limited (ASX:ATA)",https://www.listcorp.com/asx/ata/atturra-limited,"	226759000",0.725,0.00,0,"Information Technology"
ASX:VEQ,"Vanguard FTSE Europe Shares ETF (ASX:VEQ)",https://www.listcorp.com/asx/veq/vanguard-ftse-europe-shares-etf,"	226460000",71.98,-0.57,-0.79,Unclassified
ASX:EEG,"Empire Energy Group Limited (ASX:EEG)",https://www.listcorp.com/asx/eeg/empire-energy-group-limited,"	223772000",0.225,0.00,2.27,Energy
ASX:RNU,"Renascor Resources Limited (ASX:RNU)",https://www.listcorp.com/asx/rnu/renascor-resources,"	223642000",0.087,-0.00,-1.14,Materials
ASX:COS,"COSOL Limited (ASX:COS)",https://www.listcorp.com/asx/cos/cosol-limited,"	222709000",1.205,-0.05,-3.98,"Information Technology"
ASX:COI,"Comet Ridge Limited (ASX:COI)",https://www.listcorp.com/asx/coi/comet-ridge-limited,"	221560000",0.19,-0.01,-5,Energy
ASX:TLG,"Talga Group Ltd (ASX:TLG)",https://www.listcorp.com/asx/tlg/talga-group,"	220257000",0.59,0.01,1.72,Materials
ASX:WAX,"WAM Research Limited (ASX:WAX)",https://www.listcorp.com/asx/wax/wam-research,"	219374000",1.065,-0.01,-0.93,Financials
ASX:COG,"Consolidated Financial Services Limited (ASX:COG)",https://www.listcorp.com/asx/cog/consolidated-financial-services-limited,"	219216000",1.1,-0.02,-2.22,Financials
ASX:SPY,"SPDR S&P 500 ETF Trust (ASX:SPY)",https://www.listcorp.com/asx/spy/spdr-s-and-p-500-etf-trust,"	218956000",818.53,-8.02,-0.97,Unclassified
ASX:FEX,"Fenix Resources Ltd (ASX:FEX)",https://www.listcorp.com/asx/fex/fenix-resources-ltd,"	218805000",0.315,0.00,0,Materials
ASX:D2O,"Duxton Water Limited (ASX:D2O)",https://www.listcorp.com/asx/d2o/duxton-water-limited,"	217471000",1.38,-0.01,-0.72,Utilities
ASX:GVF,"Staude Capital Global Value Fund Limited (ASX:GVF)",https://www.listcorp.com/asx/gvf/staude-capital-global-value-fund-limited,"	216854000",1.24,0.00,0,Financials
ASX:ECF,"Elanor Commercial Property Fund (ASX:ECF)",https://www.listcorp.com/asx/ecf/elanor-commercial-property-fund,"	216841000",0.68,-0.01,-0.73,"Real Estate"
ASX:IESG,"iShares Core MSCI Australia ESG Leaders ETF (ASX:IESG)",https://www.listcorp.com/asx/iesg/ishares-core-msci-australia-esg-leaders-etf,"	213805000",28.31,-0.25,-0.88,Unclassified
ASX:QVE,"QV Equities Limited (ASX:QVE)",https://www.listcorp.com/asx/qve/qv-equities-limited,"	213768000",0.935,-0.00,-0.53,Financials
ASX:4DX,"4DMedical Limited (ASX:4DX)",https://www.listcorp.com/asx/4dx/4dmedical-limited,"	213405000",0.545,0.03,4.81,"Health Care"
ASX:CTM,"Centaurus Metals Limited (ASX:CTM)",https://www.listcorp.com/asx/ctm/centaurus-metals-limited,"	213358000",0.45,0.02,4.65,Materials
ASX:VDCO,"Vanguard Diversified Conservative Index ETF (ASX:VDCO)",https://www.listcorp.com/asx/vdco/vanguard-diversified-conservative-index-etf,"	212679000",51.505,-0.35,-0.68,Unclassified
ASX:AOF,"Australian Unity Office Fund (ASX:AOF)",https://www.listcorp.com/asx/aof/australian-unity-office-fund,"	212055000",1.29,0.00,0,"Real Estate"
ASX:FHE,"Frontier Energy Limited (ASX:FHE)",https://www.listcorp.com/asx/fhe/frontier-energy-limited,"	212026000",0.48,0.00,1.05,Utilities
ASX:FEMX,"Fidelity Global Emerging Markets Fund (ASX:FEMX)",https://www.listcorp.com/asx/femx/fidelity-global-emerging-markets-fund,"	211929000",5.9,-0.13,-2.16,Unclassified
ASX:SMI,"Santana Minerals Limited (ASX:SMI)",https://www.listcorp.com/asx/smi/santana-minerals-limited,"	211708000",1.055,0.03,2.93,Materials
ASX:CDM,"Cadence Capital Limited (ASX:CDM)",https://www.listcorp.com/asx/cdm/cadence-capital,"	210751000",0.72,0.02,2.13,Financials
ASX:BBN,"Baby Bunting Group Limited (ASX:BBN)",https://www.listcorp.com/asx/bbn/baby-bunting-group-limited,"	209105000",1.54,-0.01,-0.65,"Consumer Discretionary"
ASX:CEH,"Coast Entertainment Holdings Limited (ASX:CEH)",https://www.listcorp.com/asx/ceh/coast-entertainment-holdings-limited,"	208995000",0.47,0.01,2.17,"Consumer Discretionary"
ASX:3DA,"Amaero International Ltd (ASX:3DA)",https://www.listcorp.com/asx/3da/amaero-international-ltd,"	206286000",0.38,0.00,0,Industrials
ASX:ARX,"Aroa Biosurgery Limited (ASX:ARX)",https://www.listcorp.com/asx/arx/aroa-biosurgery-limited,"	205664000",0.595,-0.00,-0.42,"Health Care"
ASX:NDO,"Nido Education Limited (ASX:NDO)",https://www.listcorp.com/asx/ndo/nido-education-limited,"	205263000",0.9,0.00,0,"Consumer Discretionary"
ASX:AGE,"Alligator Energy Limited (ASX:AGE)",https://www.listcorp.com/asx/age/alligator-energy,"	205099000",0.05,-0.00,-5.66,Energy
ASX:HVST,"BetaShares Australian Dividend Harvester Fund (managed fund) (ASX:HVST)",https://www.listcorp.com/asx/hvst/betashares-australian-dividend-harvester-fund,"	204657000",12.84,-0.10,-0.77,Unclassified
ASX:AIS,"Aeris Resources Limited (ASX:AIS)",https://www.listcorp.com/asx/ais/aeris-resources-limited,"	203180000",0.2175,0.01,3.57,Materials
ASX:ISEC,"iShares Enhanced Cash ETF (ASX:ISEC)",https://www.listcorp.com/asx/isec/ishares-enhanced-cash-etf,"	201390000",100.47,-0.31,-0.31,Unclassified
ASX:URF,"US Masters Residential Property Fund (ASX:URF)",https://www.listcorp.com/asx/urf/us-masters-residential-property,"	201129000",0.28,-0.00,-1.75,"Real Estate"
ASX:ICOR,"iShares Core Corporate Bond ETF (ASX:ICOR)",https://www.listcorp.com/asx/icor/ishares-core-corporate-bond-etf,"	199838000",93.04,-0.69,-0.74,Unclassified
ASX:RXM,"Rex Minerals Ltd (ASX:RXM)",https://www.listcorp.com/asx/rxm/rex-minerals,"	199654000",0.26,0.00,0,Materials
ASX:RFG,"Retail Food Group Limited (ASX:RFG)",https://www.listcorp.com/asx/rfg/retail-food-group-limited,"	199155000",0.079,-0.00,-1.25,"Consumer Discretionary"
ASX:WIRE,"Global X Copper Miners ETF (ASX:WIRE)",https://www.listcorp.com/asx/wire/global-x-copper-miners-etf,"	199015000",13.52,-0.18,-1.31,Unclassified
ASX:HUM,"Humm Group Limited (ASX:HUM)",https://www.listcorp.com/asx/hum/humm-group-limited,"	199005000",0.405,0.00,0,Financials
ASX:CXO,"Core Lithium Ltd (ASX:CXO)",https://www.listcorp.com/asx/cxo/core-lithium-ltd,"	198735000",0.092,-0.00,-1.08,Materials
ASX:GLPR,"iShares Core FTSE Global Property Ex Australia (AUD Hedged) ETF (ASX:GLPR)",https://www.listcorp.com/asx/glpr/ishares-core-ftse-global-property-ex-australia-aud-hedged-etf,"	198608000",25.03,-0.11,-0.44,Unclassified
ASX:AND,"Ansarada Group Limited (ASX:AND)",https://www.listcorp.com/asx/and/ansarada-group-limited,"	197438000",2.21,0.00,0,"Information Technology"
ASX:WAR,"WAM Strategic Value Limited (ASX:WAR)",https://www.listcorp.com/asx/war/wam-strategic-value-limited,"	197238000",1.1,0.01,0.46,Financials
ASX:CVC,"CVC Limited (ASX:CVC)",https://www.listcorp.com/asx/cvc/cvc-limited,"	196849000",1.73,0.04,2.67,Financials
ASX:OIL,"Optiscan Imaging Limited (ASX:OIL)",https://www.listcorp.com/asx/oil/optiscan-imaging-limited,"	196305000",0.245,0.01,4.26,"Health Care"
ASX:A1N,"ARN Media Limited (ASX:A1N)",https://www.listcorp.com/asx/a1n/arn-media-limited,"	195656000",0.635,0.01,1.6,"Communication Services"
ASX:GGOV,"BetaShares U.S. Treasury Bond 20+ Year ETF - Currency Hedged (ASX:GGOV)",https://www.listcorp.com/asx/ggov/betashares-u.s.-treasury-bond-20-year-etf-currency-hedged,"	194836000",13.68,-0.35,-2.49,Unclassified
ASX:BOC,"Bougainville Copper Limited (ASX:BOC)",https://www.listcorp.com/asx/boc/bougainville-copper-limited,"	194515000",0.5,0.01,3.09,Materials
ASX:UMAX,"BetaShares S&P 500 Yield Maximiser Fund (managed fund) (ASX:UMAX)",https://www.listcorp.com/asx/umax/betashares-s-and-p-500-yield-maximiser-fund-managed-fund,"	194507000",23.56,-0.44,-1.83,Unclassified
ASX:DSE,"Dropsuite Limited (ASX:DSE)",https://www.listcorp.com/asx/dse/dropsuite-limited,"	193515000",2.78,0.01,0.36,"Information Technology"
ASX:NTU,"Northern Minerals Limited (ASX:NTU)",https://www.listcorp.com/asx/ntu/northern-minerals-limited,"	192107000",0.035,0.00,7.69,Materials
ASX:CGS,"Cogstate Limited (ASX:CGS)",https://www.listcorp.com/asx/cgs/cogstate-limited,"	191272000",1.1,-0.02,-1.79,"Health Care"
ASX:BIS,"Bisalloy Steel Group Limited (ASX:BIS)",https://www.listcorp.com/asx/bis/bisalloy-steel-group-limited,"	190743000",4.03,0.03,0.75,Materials
